Offer Code,Offer Name,Offer Description,Offer Status,Offer Type,Activity,PL Account,BS Account,Budget Name,Offer Creation Date,Offer Approval Date,Offer Start Date Active,Offer End Date Active,Fiscal Qtr Start,Fiscal Qtr End,Owner Name,Owner Mgr Name,Created By,Activity Executed,Email Format,Mail Sent Flag,Email Sent Time,External Email,Customer Communication Lag,Days taken for Commitment to Customer,PR Number,PO Number,Offer Currency Code,Committed Amt,Committed Amt At Creation,Earned Amt,Paid Amt,Budget Category,Budget Currency Code,BC Committed Amt,BC Committed Amt At Creation,BC Earned Amt,BC Paid Amt,USD Committed Amt,Committed Amount at Commitment USD,USD Earned Amt,USD Paid Amt,Operating Unit,Account Type,Beneficiary Type,Account Number,Account Name,Logitech Account ID,Site Use ID,Country Desc,Cluster Desc,Market Desc,Sub Region Desc,Region Desc,Parent Code,Reason Code for Terms Change,Notes to approver on changes,Start Date On Approval Flag,Reason Code For Late Entry,Notes For Late Entry
AMR04256345SSA,BR DR Renewal AMR04250430SSA,AMR04250430SSA BR Renewal Matching Landed STP NOT RENEWABLE OR EXTENDABLE WITHOUT APPROVAL,ACTIVE,Special Pricing Ship From Stock Accrual,Indirect SPR - Pricing Grid Deal Registration,30403,11561,FY26Q1 to FY26Q3- NAM USCAN Deal Reg. Budget (4-13-2025 One Time Exception),2025-04-15,,2025-04-13,2025-10-08,Q1-26,Q3-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","Stokes, Daniel",N,Detail,Y,2025-04-15 13:59:36,"logitechteam@ingrammicro.com,rbarbosa@logitech.com,robert.hagerson@ingrammicro.com,lometer@logitech.com",,,,,USD,9328.33,9328.33,7683.22,,Sell Through Allowance - Promo,USD,9328.33,9328.33,7683.22,,9328.33,9328.33,7683.22,,North America OU,T1,T2,1255,INGRAM MICRO,A11664275,103691.0,United States,United States Cluster,United States Markets,North America Region,America,,,,,,
AMR04256349SSA,BR DR Renewal AMR04250434SSA,AMR04250434SSA BR Renewal Matching Landed STP NOT RENEWABLE OR EXTENDABLE WITHOUT APPROVAL,ACTIVE,Special Pricing Ship From Stock Accrual,Indirect SPR - Pricing Grid Deal Registration,30403,11561,FY26Q1 to FY26Q3- NAM USCAN Deal Reg. Budget (4-13-2025 One Time Exception),2025-04-15,,2025-04-13,2025-10-08,Q1-26,Q3-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","Stokes, Daniel",N,Detail,Y,2025-04-15 13:59:36,"logitechteam@ingrammicro.com,rbarbosa@logitech.com,robert.hagerson@ingrammicro.com,lometer@logitech.com",,,,,USD,4941.99,4941.99,1647.33,,Sell Through Allowance - Promo,USD,4941.99,4941.99,1647.33,,4941.99,4941.99,1647.33,,North America OU,T1,T2,1255,INGRAM MICRO,A11664275,103691.0,United States,United States Cluster,United States Markets,North America Region,America,,,,,,
AMR04256357SSA,BR DR Renewal AMR04250442SSA,AMR04250442SSA BR Renewal Matching Landed STP NOT RENEWABLE OR EXTENDABLE WITHOUT APPROVAL,ACTIVE,Special Pricing Ship From Stock Accrual,Indirect SPR - Pricing Grid Deal Registration,30403,11561,FY26Q1 to FY26Q3- NAM USCAN Deal Reg. Budget (4-13-2025 One Time Exception),2025-04-15,,2025-04-13,2025-09-27,Q1-26,Q3-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","Stokes, Daniel",N,Detail,Y,2025-04-15 13:59:36,"logitechteam@ingrammicro.com,rbarbosa@logitech.com,robert.hagerson@ingrammicro.com,lometer@logitech.com",,,,,USD,7854.9,7854.9,3682.91,,Sell Through Allowance - Promo,USD,7854.9,7854.9,3682.91,,7854.9,7854.9,3682.91,,North America OU,T1,T2,1255,INGRAM MICRO,A11664275,103691.0,United States,United States Cluster,United States Markets,North America Region,America,,,,,,
AMR04256371SSA,BR DR Renewal AMR04250454SSA,AMR04250454SSA BR Renewal Matching Landed STP NOT RENEWABLE OR EXTENDABLE WITHOUT APPROVAL,ACTIVE,Special Pricing Ship From Stock Accrual,Indirect SPR - Pricing Grid Deal Registration,30403,11561,FY26Q1 to FY26Q3- NAM USCAN Deal Reg. Budget (4-13-2025 One Time Exception),2025-04-15,,2025-04-13,2025-10-08,Q1-26,Q3-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","Stokes, Daniel",N,Detail,Y,2025-04-15 14:31:15,"logitechteam@ingrammicro.com,rbarbosa@logitech.com,robert.hagerson@ingrammicro.com,lometer@logitech.com",,,,,USD,9798.94,9798.94,6338.65,,Sell Through Allowance - Promo,USD,9798.94,9798.94,6338.65,,9798.94,9798.94,6338.65,,North America OU,T1,T2,1255,INGRAM MICRO,A11664275,103691.0,United States,United States Cluster,United States Markets,North America Region,America,,,,,,
AMR04256376SSA,BR DR Renewal AMR04250459SSA,AMR04250459SSA BR Renewal Matching Landed STP NOT RENEWABLE OR EXTENDABLE WITHOUT APPROVAL,ACTIVE,Special Pricing Ship From Stock Accrual,Indirect SPR - Pricing Grid Deal Registration,30403,11561,FY26Q1 to FY26Q3- NAM USCAN Deal Reg. Budget (4-13-2025 One Time Exception),2025-04-15,,2025-04-13,2025-10-08,Q1-26,Q3-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","Stokes, Daniel",N,Detail,Y,2025-04-15 14:31:15,"logitechteam@ingrammicro.com,rbarbosa@logitech.com,robert.hagerson@ingrammicro.com,lometer@logitech.com",,,,,USD,18575.72,18575.72,396.98,,Sell Through Allowance - Promo,USD,18575.72,18575.72,396.98,,18575.72,18575.72,396.98,,North America OU,T1,T2,1255,INGRAM MICRO,A11664275,103691.0,United States,United States Cluster,United States Markets,North America Region,America,,,,,,
AMR04256439SSA,BR DR Renewal AMR04251600SSA,AMR04251600SSA BR Renewal Matching Landed STP NOT RENEWABLE OR EXTENDABLE WITHOUT APPROVAL,ACTIVE,Special Pricing Ship From Stock Accrual,Indirect SPR - Pricing Grid Deal Registration,30403,11561,FY26Q1 to FY26Q3- NAM USCAN Deal Reg. Budget (4-13-2025 One Time Exception),2025-04-15,,2025-04-13,2025-10-10,Q1-26,Q3-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","Stokes, Daniel",N,Detail,Y,2025-04-15 14:31:15,"logitech@tdsynnex.com,lometer@logitech.com,rcook1@logitech.com",,,,,USD,3447.5,3447.5,1970.0,,Sell Through Allowance - Promo,USD,3447.5,3447.5,1970.0,,3447.5,3447.5,1970.0,,North America OU,T1,T2,38266,TD SYNNEX CORPORATION,A10978669,103887.0,United States,United States Cluster,United States Markets,North America Region,America,,,,,,
AMR04256476SSA,BR DR Renewal AMR04251645SSA,AMR04251645SSA BR Renewal Matching Landed STP NOT RENEWABLE OR EXTENDABLE WITHOUT APPROVAL,ACTIVE,Special Pricing Ship From Stock Accrual,Indirect SPR - Pricing Grid Deal Registration,30403,11561,FY26Q1 to FY26Q3- NAM USCAN Deal Reg. Budget (4-13-2025 One Time Exception),2025-04-15,,2025-04-13,2025-10-10,Q1-26,Q3-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","Stokes, Daniel",N,Detail,Y,2025-04-15 14:31:15,"logitechteam@ingrammicro.com,rbarbosa@logitech.com,robert.hagerson@ingrammicro.com,lometer@logitech.com",,,,,USD,26074.44,26074.44,2747.94,,Sell Through Allowance - Promo,USD,26074.44,26074.44,2747.94,,26074.44,26074.44,2747.94,,North America OU,T1,T2,1255,INGRAM MICRO,A11664275,103691.0,United States,United States Cluster,United States Markets,North America Region,America,,,,,,
AMR10240668SSA1,FY25Q3_DR0001092599_A10978669_KNITEC INC_00035138_AMR10240668SSA_TC_1,"Changes to existing offer (AMR10240668SSA) DR0001092599 from KNITEC INC for end customer Delta Dental by Tyler Campbell ",ACTIVE,Special Pricing Ship From Stock Accrual,Indirect SPR - Pricing Grid Deal Registration,30403,11561,FY25Q3 to FY26Q1- NAM USCAN Deal Reg. Budget,2024-10-29,,2024-10-15,2025-04-14,Q3-25,Q1-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","MARKETSTARB2B, MARKETSTARB2B",N,Detail,Y,2024-10-29 10:58:00,"mking@logitech.com,dstokes@logitech.com,tyler.campbell@logitechsales.com,sfdcocrmoffer@logitech.com,logitech@tdsynnex.com,rcook1@logitech.com",,,,,USD,11500.16,11500.16,4448.56,4092.92,Sell Through Allowance - Promo,USD,11500.16,11500.16,4448.56,4092.92,11500.16,11500.16,4448.56,4092.92,North America OU,T1,T2,38266,TD SYNNEX CORPORATION,A10978669,103887.0,United States,United States Cluster,United States Markets,North America Region,America,,,,,,
AMR12240036STO,TD SYNNEX PREMIER PARTNER FY25-Q4,TD SYNNEX PREMIER PARTNER FY25-Q4,ACTIVE,LOGI Sell Through/PLA Offers,Sell Through Allowance - PLA,30015,11563,FY25Q4-FY26Q3 - NAM USCAN PLA Budget,2024-12-16,2024-12-18,2024-12-28,2025-04-12,Q4-25,Q1-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","Du, Cathy Bich-Thi",N,Detail,Y,2024-12-18 10:08:54,"jason.ison@tdsynnex.com,logitech@tdsynnex.com,joiem@tdsynnex.com,Jennifer.Ryerson@tdsynnex.com,karen.babb@tdsynnex.com,lometer@logitech.com,biddesk@logitechsales.com,rcook1@logitech.com",,0.0,,,USD,999000.0,999000.0,182184.73,152310.38,Sell Through Allowance - PLA,USD,999000.0,999000.0,182184.73,152310.38,999000.0,999000.0,182184.73,152310.38,North America OU,T1,T2,38266,TD SYNNEX CORPORATION,A10978669,103887.0,United States,United States Cluster,United States Markets,North America Region,America,,,,N,,
AMR12240079STO,TD SYNNEX EDU-OEM-OSS PARTNER FY25-Q4,"TD SYNNEX EDU-OEM-OSS PARTNER FY25-Q4 ",ACTIVE,LOGI Sell Through/PLA Offers,Sell Through Allowance - PLA,30015,11563,FY25Q4-FY26Q3 - NAM USCAN PLA Budget,2024-12-17,2024-12-18,2024-12-28,2025-04-12,Q4-25,Q1-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","Du, Cathy Bich-Thi",N,Detail,Y,2024-12-18 18:48:49,"jason.ison@tdsynnex.com,logitech@tdsynnex.com,joiem@tdsynnex.com,Jennifer.Ryerson@tdsynnex.com,karen.babb@tdsynnex.com,lometer@logitech.com,biddesk@logitechsales.com,rcook1@logitech.com",,0.0,,,USD,999000.0,999000.0,582361.32,558206.96,Sell Through Allowance - PLA,USD,999000.0,999000.0,582361.32,558206.96,999000.0,999000.0,582361.32,558206.96,North America OU,T1,T2,38266,TD SYNNEX CORPORATION,A10978669,103887.0,United States,United States Cluster,United States Markets,North America Region,America,,,,N,,
AMR12240399SSA,FY25Q BR IM CCS 120924,Renewal on AMR09240680SSA GLBL30 for CCS New England (Raytheon) per Todd Stenz.,ACTIVE,Special Pricing Ship From Stock Accrual,Indirect SPR - Bid Response,30403,11561,FY25Q4- NAM USCAN SPR Budget,2024-12-10,2024-12-11,2024-12-28,2025-04-12,Q4-25,Q1-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","Hill, Reesi",N,Detail,Y,2024-12-11 11:28:03,"logitechteam@ingrammicro.com,rbarbosa@logitech.com,robert.hagerson@ingrammicro.com,lometer@logitech.com,tstenz@logitech.com",,0.0,,,USD,444098.15,444098.15,30897.06,28619.62,Sell Through Allowance - Promo,USD,444098.15,444098.15,30897.06,28619.62,444098.15,444098.15,30897.06,28619.62,North America OU,T1,T2,1255,INGRAM MICRO,A11664275,103691.0,United States,United States Cluster,United States Markets,North America Region,America,,,,,,
AMR12240452SSA1,FY25Q4 BR IM Colamco 121024a,"Add Max Quantities Renewal on AMR07240042SSA for COLAMCO, Inc (Lockheed Martin) by Blake Bailey/Kyle Israelsen.",ACTIVE,Special Pricing Ship From Stock Accrual,Indirect SPR - Bid Response,30403,11561,FY25Q4- NAM USCAN SPR Budget,2024-12-16,2024-12-16,2024-12-28,2025-04-12,Q4-25,Q1-26,"MARKETSTARB2B, MARKETSTARB2B","Keel, Joshua Kenneth","MARKETSTARB2B, MARKETSTARB2B",N,Detail,Y,2024-12-16 17:01:09,"LogitechTeam@ingrammicro.com,rbarbosa@logitech.com,robert.hagerson@ingrammicro.com,kisraelsen@logitechsales.com,bbailey@logitech.com",,0.0,,,USD,94300.0,94300.0,48017.69,47141.28,Sell Through Allowance - Promo,USD,94300.0,94300.0,48017.69,47141.28,94300.0,94300.0,48017.69,47141.28,North America OU,T1,T2,1255,INGRAM MICRO,A11664275,103691.0,United States,United States Cluster,United States Markets,North America Region,America,,,,,,
